session_id,timestamp,robot_id,type,campaign_id,duration_s,outcome,converted
S-000621,2026-06-06 16:56:00,R-03,voice_chat,,47,error,false
S-001992,2026-06-05 15:55:00,R-09,screen_tap,,4,completed,false
S-002417,2026-06-14 14:10:00,R-10,screen_tap,,61,completed,false
S-000488,2026-06-13 19:13:00,R-02,qr_scan,C-PROMO1,54,completed,true
S-000974,2026-06-13 16:42:00,R-04,voice_chat,,84,completed,false
S-000727,2026-06-12 18:11:00,R-03,screen_tap,,26,completed,false
S-002420,2026-06-14 18:26:00,R-10,qr_scan,C-VENUE,13,error,false
S-000986,2026-06-13 21:17:00,R-04,voice_chat,,11,abandoned,false
S-000831,2026-06-04 18:55:00,R-04,qr_scan,C-VENUE,28,abandoned,false
S-001332,2026-06-05 16:51:00,R-06,voice_chat,,75,completed,false
S-000764,2026-06-14 19:55:00,R-03,qr_scan,C-PROMO2,72,abandoned,false
S-002120,2026-06-12 16:18:00,R-09,screen_tap,,10,completed,false
S-001298,2026-06-04 11:55:00,R-06,qr_scan,C-PROMO1,56,completed,false
S-001260,2026-06-01 19:38:00,R-06,qr_scan,C-PROMO2,37,abandoned,false
S-001019,2026-06-02 15:58:00,R-05,qr_scan,C-PROMO1,46,completed,true
S-001287,2026-06-03 17:31:00,R-06,qr_scan,C-PROMO1,53,completed,false
S-001978,2026-06-04 16:47:00,R-09,screen_tap,,55,completed,false
S-000709,2026-06-11 15:10:00,R-03,screen_tap,,13,error,false
S-002213,2026-06-02 18:11:00,R-10,qr_scan,C-VENUE,4,completed,false
S-000497,2026-06-14 14:30:00,R-02,voice_chat,,87,error,false
S-001618,2026-06-06 21:03:00,R-07,voice_chat,,85,error,false
S-000562,2026-06-03 20:51:00,R-03,screen_tap,,40,abandoned,false
S-001185,2026-06-11 19:51:00,R-05,qr_scan,C-VENUE,12,completed,false
S-001883,2026-06-13 15:16:00,R-08,qr_scan,C-PROMO1,71,completed,false
S-000175,2026-06-10 15:41:00,R-01,screen_tap,,4,completed,false
S-000569,2026-06-04 11:56:00,R-03,screen_tap,,70,completed,false
S-001434,2026-06-11 10:38:00,R-06,qr_scan,C-PROMO1,83,completed,false
S-000911,2026-06-09 12:36:00,R-04,voice_chat,,43,error,false
S-001750,2026-06-05 21:21:00,R-08,screen_tap,,36,completed,false
S-001133,2026-06-09 13:00:00,R-05,qr_scan,C-PROMO2,49,completed,false
S-001243,2026-06-14 18:15:00,R-05,qr_scan,C-VENUE,77,abandoned,false
S-002295,2026-06-07 18:33:00,R-10,screen_tap,,4,completed,false
S-001527,2026-06-01 18:53:00,R-07,voice_chat,,15,completed,false
S-000013,2026-06-01 19:21:00,R-01,qr_scan,C-PROMO2,32,completed,false
S-001634,2026-06-07 20:58:00,R-07,screen_tap,,31,abandoned,false
S-001482,2026-06-13 14:47:00,R-06,screen_tap,,16,completed,false
S-001172,2026-06-11 12:23:00,R-05,screen_tap,,89,error,false
S-001335,2026-06-06 11:05:00,R-06,qr_scan,C-VENUE,66,completed,false
S-001793,2026-06-08 19:53:00,R-08,voice_chat,,25,completed,false
S-001290,2026-06-03 18:42:00,R-06,qr_scan,C-PROMO1,35,abandoned,false
S-001853,2026-06-11 15:13:00,R-08,screen_tap,,35,abandoned,false
S-000770,2026-06-01 10:25:00,R-04,qr_scan,C-BRANDX,55,completed,true
S-001013,2026-06-02 11:26:00,R-05,qr_scan,C-BRANDX,45,completed,false
S-001229,2026-06-13 21:21:00,R-05,screen_tap,,19,completed,false
S-002183,2026-06-01 15:43:00,R-10,qr_scan,C-PROMO1,5,abandoned,false
S-001706,2026-06-03 13:55:00,R-08,qr_scan,C-PROMO1,36,completed,false
S-000441,2026-06-10 21:30:00,R-02,screen_tap,,82,completed,false
S-000330,2026-06-05 12:02:00,R-02,qr_scan,C-PROMO1,34,completed,false
S-002395,2026-06-12 21:58:00,R-10,qr_scan,C-PROMO1,49,error,false
S-001856,2026-06-11 19:48:00,R-08,screen_tap,,39,completed,false
S-000150,2026-06-09 12:28:00,R-01,qr_scan,C-PROMO2,77,abandoned,false
S-000607,2026-06-05 20:28:00,R-03,voice_chat,,63,completed,false
S-000718,2026-06-11 20:13:00,R-03,screen_tap,,39,completed,false
S-000850,2026-06-05 20:03:00,R-04,voice_chat,,60,completed,false
S-001245,2026-06-14 20:57:00,R-05,qr_scan,C-PROMO1,83,error,false
S-000025,2026-06-02 12:30:00,R-01,screen_tap,,86,abandoned,false
S-002093,2026-06-11 11:15:00,R-09,qr_scan,C-VENUE,86,completed,false
S-000482,2026-06-13 17:35:00,R-02,screen_tap,,69,completed,false
S-000195,2026-06-11 17:41:00,R-01,qr_scan,C-VENUE,14,error,true
S-000496,2026-06-14 13:48:00,R-02,qr_scan,C-PROMO2,11,error,false
S-001633,2026-06-07 20:10:00,R-07,qr_scan,C-PROMO1,21,completed,true
S-002080,2026-06-10 17:25:00,R-09,qr_scan,C-VENUE,33,error,true
S-000613,2026-06-06 13:20:00,R-03,screen_tap,,65,completed,false
S-001970,2026-06-04 12:24:00,R-09,qr_scan,C-VENUE,4,error,false
S-001699,2026-06-02 21:38:00,R-08,qr_scan,C-PROMO2,81,abandoned,false
S-000389,2026-06-08 15:08:00,R-02,screen_tap,,45,completed,false
S-002288,2026-06-07 15:56:00,R-10,screen_tap,,36,abandoned,false
S-000296,2026-06-02 21:09:00,R-02,qr_scan,C-PROMO2,64,abandoned,false
S-000737,2026-06-13 18:47:00,R-03,screen_tap,,64,completed,false
S-001238,2026-06-14 14:58:00,R-05,qr_scan,C-VENUE,77,abandoned,true
S-000332,2026-06-05 13:41:00,R-02,screen_tap,,34,completed,false
S-000588,2026-06-04 20:03:00,R-03,qr_scan,C-VENUE,79,completed,false
S-001809,2026-06-09 18:26:00,R-08,voice_chat,,85,abandoned,false
S-001340,2026-06-06 14:56:00,R-06,voice_chat,,37,completed,false
S-002130,2026-06-13 11:25:00,R-09,qr_scan,C-PROMO2,43,completed,true
S-001518,2026-06-01 14:25:00,R-07,screen_tap,,32,completed,false
S-000295,2026-06-02 21:04:00,R-02,qr_scan,C-BRANDX,11,error,false
S-001656,2026-06-01 10:42:00,R-08,screen_tap,,67,abandoned,false
S-000662,2026-06-08 19:15:00,R-03,screen_tap,,77,completed,false
S-001893,2026-06-14 13:13:00,R-08,qr_scan,C-PROMO2,83,completed,false
S-001469,2026-06-12 20:11:00,R-06,qr_scan,C-VENUE,60,completed,true
S-000377,2026-06-07 17:13:00,R-02,qr_scan,C-VENUE,26,completed,true
S-002313,2026-06-08 20:14:00,R-10,screen_tap,,48,completed,false
S-000096,2026-06-06 13:07:00,R-01,qr_scan,C-BRANDX,14,completed,true
S-000101,2026-06-06 17:15:00,R-01,qr_scan,C-PROMO2,20,completed,false
S-000800,2026-06-02 21:48:00,R-04,qr_scan,C-BRANDX,53,error,true
S-001948,2026-06-02 21:33:00,R-09,screen_tap,,80,completed,false
S-000887,2026-06-07 20:27:00,R-04,qr_scan,C-VENUE,23,abandoned,false
S-000949,2026-06-12 14:10:00,R-04,voice_chat,,60,abandoned,false
S-001097,2026-06-06 21:14:00,R-05,screen_tap,,44,abandoned,false
S-000714,2026-06-11 18:38:00,R-03,qr_scan,C-VENUE,44,completed,true
S-000109,2026-06-07 13:43:00,R-01,voice_chat,,3,completed,false
S-000141,2026-06-08 20:38:00,R-01,screen_tap,,65,completed,false
S-000420,2026-06-10 11:29:00,R-02,screen_tap,,51,completed,false
S-000061,2026-06-04 14:17:00,R-01,screen_tap,,69,completed,false
S-001885,2026-06-13 18:29:00,R-08,qr_scan,C-PROMO2,89,completed,false
S-002307,2026-06-08 15:35:00,R-10,screen_tap,,67,completed,false
S-000359,2026-06-06 18:32:00,R-02,qr_scan,C-PROMO1,68,completed,true
S-000412,2026-06-09 18:53:00,R-02,screen_tap,,14,completed,false
S-002142,2026-06-13 17:39:00,R-09,screen_tap,,45,completed,false
S-000602,2026-06-05 15:04:00,R-03,qr_scan,C-PROMO1,80,completed,true
S-000847,2026-06-05 17:33:00,R-04,qr_scan,C-BRANDX,38,error,false
S-001803,2026-06-09 16:33:00,R-08,voice_chat,,21,completed,false
S-001917,2026-06-01 13:03:00,R-09,qr_scan,C-PROMO1,85,completed,false
S-002077,2026-06-10 12:02:00,R-09,qr_scan,C-PROMO1,81,completed,true
S-002214,2026-06-02 18:44:00,R-10,qr_scan,C-PROMO1,75,completed,false
S-001947,2026-06-02 21:17:00,R-09,screen_tap,,15,completed,false
S-000905,2026-06-09 10:41:00,R-04,screen_tap,,13,error,false
S-001845,2026-06-11 12:22:00,R-08,qr_scan,C-BRANDX,28,completed,false
S-001609,2026-06-06 13:12:00,R-07,qr_scan,C-PROMO2,87,abandoned,true
S-000016,2026-06-01 20:19:00,R-01,qr_scan,C-PROMO2,18,error,false
S-000626,2026-06-07 10:30:00,R-03,voice_chat,,12,abandoned,false
S-002386,2026-06-12 16:28:00,R-10,screen_tap,,16,completed,false
S-001847,2026-06-11 12:18:00,R-08,screen_tap,,80,completed,false
S-002275,2026-06-06 21:13:00,R-10,voice_chat,,10,abandoned,false
S-002033,2026-06-07 18:58:00,R-09,screen_tap,,11,abandoned,false
S-001440,2026-06-11 12:14:00,R-06,qr_scan,C-PROMO1,54,abandoned,false
S-001641,2026-06-08 12:30:00,R-07,voice_chat,,46,abandoned,false
S-001585,2026-06-05 10:23:00,R-07,qr_scan,C-PROMO2,43,completed,false
S-001166,2026-06-10 20:54:00,R-05,qr_scan,C-VENUE,73,completed,false
S-000504,2026-06-14 17:41:00,R-02,screen_tap,,5,completed,false
S-001802,2026-06-09 15:45:00,R-08,qr_scan,C-PROMO1,87,completed,false
S-001862,2026-06-12 13:58:00,R-08,qr_scan,C-VENUE,87,completed,true
S-002052,2026-06-08 21:06:00,R-09,qr_scan,C-BRANDX,74,error,true
S-000223,2026-06-13 14:36:00,R-01,voice_chat,,15,completed,false
S-001149,2026-06-09 21:23:00,R-05,voice_chat,,79,completed,false
S-000219,2026-06-13 10:14:00,R-01,qr_scan,C-BRANDX,26,error,false
S-001157,2026-06-10 16:06:00,R-05,voice_chat,,77,completed,false
S-001624,2026-06-07 17:14:00,R-07,qr_scan,C-VENUE,47,abandoned,true
S-001696,2026-06-02 19:34:00,R-08,voice_chat,,69,abandoned,false
S-001077,2026-06-05 17:20:00,R-05,qr_scan,C-VENUE,84,completed,false
S-001956,2026-06-03 13:22:00,R-09,qr_scan,C-PROMO1,75,abandoned,false
S-001239,2026-06-14 15:54:00,R-05,screen_tap,,9,completed,false
S-002268,2026-06-06 18:36:00,R-10,qr_scan,C-BRANDX,88,completed,true
S-001421,2026-06-10 13:58:00,R-06,screen_tap,,62,completed,false
S-000400,2026-06-09 12:16:00,R-02,screen_tap,,29,completed,false
S-002011,2026-06-06 16:48:00,R-09,screen_tap,,9,completed,false
S-001931,2026-06-02 11:41:00,R-09,qr_scan,C-BRANDX,35,error,false
S-001386,2026-06-08 12:00:00,R-06,qr_scan,C-PROMO2,23,completed,false
S-001966,2026-06-03 20:58:00,R-09,qr_scan,C-VENUE,74,completed,true
S-001926,2026-06-01 18:49:00,R-09,voice_chat,,60,completed,false
S-000470,2026-06-12 21:00:00,R-02,screen_tap,,90,completed,false
S-002063,2026-06-09 15:38:00,R-09,screen_tap,,74,completed,false
S-001347,2026-06-06 17:08:00,R-06,qr_scan,C-VENUE,21,completed,false
S-000369,2026-06-07 12:12:00,R-02,qr_scan,C-BRANDX,46,completed,false
S-002282,2026-06-07 12:37:00,R-10,screen_tap,,42,error,false
S-002238,2026-06-04 13:00:00,R-10,qr_scan,C-BRANDX,82,error,true
S-000301,2026-06-03 12:47:00,R-02,screen_tap,,55,abandoned,false
S-000936,2026-06-11 13:31:00,R-04,qr_scan,C-VENUE,31,completed,false
S-000259,2026-06-01 12:42:00,R-02,screen_tap,,89,abandoned,false
S-000755,2026-06-14 16:57:00,R-03,screen_tap,,81,completed,false
S-000606,2026-06-05 19:38:00,R-03,voice_chat,,8,abandoned,false
S-000889,2026-06-08 11:40:00,R-04,qr_scan,C-VENUE,48,completed,false
S-001816,2026-06-09 21:07:00,R-08,qr_scan,C-BRANDX,5,abandoned,false
S-001412,2026-06-09 19:48:00,R-06,qr_scan,C-PROMO2,61,abandoned,true
S-001524,2026-06-01 16:07:00,R-07,qr_scan,C-PROMO2,64,completed,false
S-001154,2026-06-10 14:51:00,R-05,qr_scan,C-BRANDX,29,completed,false
S-001021,2026-06-02 16:55:00,R-05,screen_tap,,58,completed,false
S-002214,2026-06-02 18:44:00,R-10,qr_scan,C-PROMO1,3,completed,false
S-001063,2026-06-04 19:47:00,R-05,screen_tap,,54,completed,false
S-001055,2026-06-04 16:32:00,R-05,qr_scan,C-VENUE,88,completed,false
S-002165,2026-06-14 17:10:00,R-09,screen_tap,,76,error,false
S-000579,2026-06-04 16:40:00,R-03,qr_scan,C-VENUE,60,completed,false
S-001313,2026-06-04 18:37:00,R-06,screen_tap,,6,completed,false
S-000213,2026-06-12 19:18:00,R-01,voice_chat,,84,abandoned,false
S-000961,2026-06-12 20:24:00,R-04,voice_chat,,11,error,false
S-001588,2026-06-05 12:03:00,R-07,screen_tap,,51,error,false
S-002230,2026-06-03 16:16:00,R-10,qr_scan,C-VENUE,39,completed,false
S-002326,2026-06-09 17:56:00,R-10,screen_tap,,52,completed,false
S-000052,2026-06-04 10:26:00,R-01,qr_scan,C-VENUE,88,completed,false
S-001128,2026-06-09 11:25:00,R-05,qr_scan,C-PROMO1,52,completed,false
S-000218,2026-06-12 21:18:00,R-01,qr_scan,C-PROMO1,22,completed,false
S-002401,2026-06-13 12:46:00,R-10,screen_tap,,38,completed,false
S-001257,2026-06-01 18:46:00,R-06,qr_scan,C-PROMO2,41,completed,false
S-001028,2026-06-02 19:34:00,R-05,qr_scan,C-VENUE,66,completed,true
S-002092,2026-06-11 10:11:00,R-09,qr_scan,C-BRANDX,54,error,false
S-001300,2026-06-04 13:30:00,R-06,screen_tap,,64,abandoned,false
S-000079,2026-06-05 12:51:00,R-01,qr_scan,C-PROMO1,24,completed,true
S-001306,2026-06-04 15:56:00,R-06,qr_scan,C-PROMO1,47,error,true
S-000816,2026-06-03 18:37:00,R-04,qr_scan,C-VENUE,55,completed,false
S-000302,2026-06-03 12:56:00,R-02,qr_scan,C-PROMO1,6,completed,true
S-001557,2026-06-03 13:50:00,R-07,qr_scan,C-BRANDX,3,completed,false
S-001770,2026-06-07 14:16:00,R-08,qr_scan,C-PROMO2,31,completed,true
S-001879,2026-06-13 11:32:00,R-08,qr_scan,C-VENUE,86,completed,false
S-002201,2026-06-02 13:25:00,R-10,qr_scan,C-PROMO1,19,abandoned,true
S-000028,2026-06-02 13:19:00,R-01,voice_chat,,68,abandoned,false
S-002426,2026-06-14 21:59:00,R-10,qr_scan,C-PROMO1,61,completed,false
S-000561,2026-06-03 20:56:00,R-03,qr_scan,C-PROMO2,16,completed,false
S-000692,2026-06-10 14:44:00,R-03,qr_scan,C-PROMO1,65,completed,false
S-000954,2026-06-12 16:53:00,R-04,voice_chat,,88,completed,false
S-000136,2026-06-08 15:22:00,R-01,screen_tap,,63,completed,false
S-000958,2026-06-12 19:38:00,R-04,qr_scan,C-BRANDX,9,completed,false
S-001405,2026-06-09 17:20:00,R-06,qr_scan,C-VENUE,84,error,false
S-001746,2026-06-05 17:13:00,R-08,screen_tap,,8,completed,false
S-000617,2026-06-06 15:59:00,R-03,screen_tap,,51,completed,false
S-001121,2026-06-08 18:16:00,R-05,qr_scan,C-BRANDX,37,completed,false
S-000317,2026-06-04 15:16:00,R-02,qr_scan,C-PROMO2,57,completed,true
S-000947,2026-06-12 13:36:00,R-04,qr_scan,C-BRANDX,35,completed,false
S-000591,2026-06-05 10:01:00,R-03,qr_scan,C-VENUE,40,error,true
S-000430,2026-06-10 16:55:00,R-02,screen_tap,,62,completed,false
S-000731,2026-06-13 11:01:00,R-03,qr_scan,C-PROMO1,20,completed,false
S-001460,2026-06-12 16:50:00,R-06,qr_scan,C-VENUE,7,completed,false
S-001451,2026-06-11 19:32:00,R-06,voice_chat,,36,error,false
S-001581,2026-06-04 19:02:00,R-07,qr_scan,C-BRANDX,40,abandoned,false
S-001711,2026-06-03 16:36:00,R-08,qr_scan,C-VENUE,21,abandoned,true
S-000777,2026-06-01 14:24:00,R-04,qr_scan,C-PROMO1,74,completed,false
S-000872,2026-06-07 11:03:00,R-04,qr_scan,C-VENUE,86,error,false
S-001991,2026-06-05 15:00:00,R-09,screen_tap,,68,completed,false
S-001860,2026-06-12 12:04:00,R-08,voice_chat,,52,completed,false
S-000608,2026-06-06 10:28:00,R-03,qr_scan,C-PROMO2,26,abandoned,false
S-001568,2026-06-04 11:34:00,R-07,qr_scan,C-PROMO1,40,completed,false
S-002193,2026-06-01 19:15:00,R-10,qr_scan,C-VENUE,88,completed,false
S-001542,2026-06-02 17:21:00,R-07,qr_scan,C-PROMO2,32,error,true
S-000863,2026-06-06 19:23:00,R-04,screen_tap,,16,error,false
S-001374,2026-06-07 17:43:00,R-06,qr_scan,C-VENUE,70,completed,true
S-001825,2026-06-10 13:18:00,R-08,qr_scan,C-VENUE,56,completed,false
S-000069,2026-06-04 19:20:00,R-01,qr_scan,C-PROMO2,82,completed,true
S-001458,2026-06-12 16:31:00,R-06,qr_scan,C-BRANDX,6,completed,false
S-001363,2026-06-07 11:46:00,R-06,qr_scan,C-PROMO1,7,completed,false
S-002267,2026-06-06 17:33:00,R-10,qr_scan,C-VENUE,19,completed,false
S-000683,2026-06-09 18:00:00,R-03,qr_scan,C-PROMO2,60,abandoned,true
S-000885,2026-06-07 19:48:00,R-04,qr_scan,C-VENUE,89,error,true
S-000688,2026-06-10 10:11:00,R-03,qr_scan,C-BRANDX,33,completed,false
S-001903,2026-06-14 18:05:00,R-08,qr_scan,C-PROMO1,74,completed,false
S-000439,2026-06-10 19:59:00,R-02,screen_tap,,33,abandoned,false
S-000600,2026-06-05 14:13:00,R-03,screen_tap,,45,completed,false
S-000977,2026-06-13 18:12:00,R-04,screen_tap,,20,completed,false
S-001962,2026-06-03 18:54:00,R-09,voice_chat,,19,completed,false
S-000098,2026-06-06 15:35:00,R-01,screen_tap,,13,completed,false
S-000808,2026-06-03 14:10:00,R-04,qr_scan,C-BRANDX,14,error,true
S-000680,2026-06-09 17:41:00,R-03,voice_chat,,20,error,false
S-000923,2026-06-10 14:43:00,R-04,screen_tap,,21,abandoned,false
S-001479,2026-06-13 13:20:00,R-06,qr_scan,C-PROMO1,20,abandoned,true
S-001459,2026-06-12 16:35:00,R-06,voice_chat,,62,error,false
S-000768,2026-06-14 21:25:00,R-03,screen_tap,,32,completed,false
S-001045,2026-06-03 20:47:00,R-05,qr_scan,C-BRANDX,67,completed,false
S-002070,2026-06-09 18:14:00,R-09,screen_tap,,37,completed,false
S-002310,2026-06-08 16:11:00,R-10,qr_scan,C-BRANDX,47,abandoned,false
S-001137,2026-06-09 15:47:00,R-05,qr_scan,C-PROMO2,21,completed,false
S-001587,2026-06-05 11:07:00,R-07,qr_scan,C-BRANDX,59,completed,false
S-002038,2026-06-08 10:50:00,R-09,qr_scan,C-BRANDX,10,completed,true
S-000165,2026-06-09 21:37:00,R-01,voice_chat,,86,completed,false
S-000103,2026-06-06 19:14:00,R-01,qr_scan,C-PROMO1,78,error,false
S-002076,2026-06-10 10:37:00,R-09,qr_scan,C-PROMO2,9,completed,false
S-002237,2026-06-04 13:48:00,R-10,qr_scan,C-PROMO2,17,completed,false
S-001477,2026-06-13 13:30:00,R-06,qr_scan,C-VENUE,29,completed,false
S-001676,2026-06-01 21:14:00,R-08,voice_chat,,6,completed,false
S-001708,2026-06-03 13:15:00,R-08,voice_chat,,57,completed,false
S-001974,2026-06-04 14:00:00,R-09,screen_tap,,52,completed,false
S-002162,2026-06-14 15:06:00,R-09,screen_tap,,35,completed,false
S-002228,2026-06-03 14:15:00,R-10,qr_scan,C-PROMO1,85,error,true
S-000331,2026-06-05 13:59:00,R-02,screen_tap,,89,abandoned,false
S-000358,2026-06-06 18:26:00,R-02,qr_scan,C-PROMO1,90,error,false
S-002027,2026-06-07 15:18:00,R-09,qr_scan,C-PROMO1,85,completed,false
S-001549,2026-06-03 10:02:00,R-07,screen_tap,,64,completed,false
S-001057,2026-06-04 17:05:00,R-05,qr_scan,C-PROMO1,37,completed,true
S-001050,2026-06-04 13:58:00,R-05,qr_scan,C-PROMO2,20,completed,true
S-001622,2026-06-07 16:26:00,R-07,screen_tap,,85,abandoned,false
S-000567,2026-06-04 11:08:00,R-03,qr_scan,C-BRANDX,31,completed,false
S-000250,2026-06-14 17:35:00,R-01,screen_tap,,89,abandoned,false
S-000321,2026-06-04 17:47:00,R-02,qr_scan,C-VENUE,12,abandoned,true
S-002324,2026-06-09 16:13:00,R-10,qr_scan,C-VENUE,6,completed,true
S-000975,2026-06-13 17:53:00,R-04,voice_chat,,55,completed,false
S-001430,2026-06-10 20:16:00,R-06,qr_scan,C-BRANDX,77,completed,true
S-001615,2026-06-06 20:03:00,R-07,screen_tap,,5,completed,false
S-000120,2026-06-07 20:40:00,R-01,voice_chat,,13,completed,false
S-001512,2026-06-01 11:26:00,R-07,voice_chat,,24,error,false
S-000438,2026-06-10 19:21:00,R-02,screen_tap,,13,completed,false
S-000484,2026-06-13 18:34:00,R-02,qr_scan,C-VENUE,39,error,false
S-002277,2026-06-07 10:21:00,R-10,screen_tap,,56,abandoned,false
S-002236,2026-06-04 11:55:00,R-10,qr_scan,C-BRANDX,47,completed,false
S-000655,2026-06-08 14:59:00,R-03,screen_tap,,13,completed,false
S-001735,2026-06-04 20:36:00,R-08,qr_scan,C-PROMO2,80,completed,true
S-001989,2026-06-05 14:21:00,R-09,qr_scan,C-BRANDX,70,abandoned,true
S-001953,2026-06-03 12:42:00,R-09,screen_tap,,40,completed,false
S-001144,2026-06-09 18:55:00,R-05,qr_scan,C-PROMO1,47,abandoned,true
S-001651,2026-06-08 19:00:00,R-07,qr_scan,C-PROMO1,90,abandoned,false
S-001273,2026-06-02 17:31:00,R-06,qr_scan,C-BRANDX,89,abandoned,true
S-001318,2026-06-05 10:19:00,R-06,qr_scan,C-BRANDX,27,abandoned,false
S-000580,2026-06-04 17:52:00,R-03,voice_chat,,81,completed,false
S-001778,2026-06-07 19:40:00,R-08,qr_scan,C-PROMO1,36,abandoned,false
S-001752,2026-06-06 11:31:00,R-08,qr_scan,C-PROMO1,22,completed,false
S-001262,2026-06-01 21:23:00,R-06,qr_scan,C-VENUE,90,error,false
S-000689,2026-06-10 12:39:00,R-03,qr_scan,C-PROMO1,89,error,false
S-001024,2026-06-02 17:30:00,R-05,voice_chat,,88,completed,false
S-000809,2026-06-03 14:37:00,R-04,qr_scan,C-VENUE,64,abandoned,false
S-000323,2026-06-04 19:27:00,R-02,screen_tap,,78,error,false
S-001788,2026-06-08 17:22:00,R-08,qr_scan,C-VENUE,69,completed,true
S-000068,2026-06-04 19:26:00,R-01,qr_scan,C-VENUE,90,error,false
S-001470,2026-06-12 21:07:00,R-06,qr_scan,C-PROMO2,47,completed,true
S-000932,2026-06-10 18:25:00,R-04,qr_scan,C-VENUE,60,completed,false
S-002055,2026-06-09 10:07:00,R-09,voice_chat,,45,completed,false
S-000132,2026-06-08 14:28:00,R-01,qr_scan,C-PROMO2,74,abandoned,false
S-001526,2026-06-01 16:27:00,R-07,qr_scan,C-VENUE,14,error,true
S-001120,2026-06-08 17:13:00,R-05,qr_scan,C-PROMO2,33,completed,true
S-001411,2026-06-09 19:24:00,R-06,qr_scan,C-BRANDX,50,completed,false
S-000245,2026-06-14 12:44:00,R-01,qr_scan,C-BRANDX,15,completed,false
S-000453,2026-06-11 21:03:00,R-02,qr_scan,C-PROMO2,11,completed,false
S-000893,2026-06-08 13:11:00,R-04,qr_scan,C-VENUE,6,abandoned,false
S-000072,2026-06-04 21:42:00,R-01,qr_scan,C-VENUE,19,completed,false
S-000300,2026-06-03 11:22:00,R-02,voice_chat,,61,completed,false
S-000194,2026-06-11 17:19:00,R-01,qr_scan,C-PROMO2,78,completed,false
S-000865,2026-06-06 20:50:00,R-04,qr_scan,C-PROMO1,16,completed,true
S-000964,2026-06-13 10:02:00,R-04,screen_tap,,12,completed,false
S-000057,2026-06-04 12:05:00,R-01,voice_chat,,54,completed,false
S-000697,2026-06-10 17:19:00,R-03,qr_scan,C-PROMO1,67,error,true
S-001921,2026-06-01 14:16:00,R-09,qr_scan,C-VENUE,80,completed,true
S-002384,2026-06-12 14:01:00,R-10,voice_chat,,11,completed,false
S-002221,2026-06-02 21:53:00,R-10,screen_tap,,30,abandoned,false
S-000197,2026-06-11 18:57:00,R-01,voice_chat,,64,completed,false
S-001219,2026-06-13 17:56:00,R-05,qr_scan,C-PROMO1,15,completed,false
S-000380,2026-06-08 10:11:00,R-02,qr_scan,C-VENUE,66,completed,true
S-000962,2026-06-12 21:05:00,R-04,qr_scan,C-BRANDX,4,completed,true
S-000832,2026-06-04 19:04:00,R-04,qr_scan,C-VENUE,21,abandoned,false
S-000342,2026-06-05 18:33:00,R-02,qr_scan,C-BRANDX,64,completed,false
S-001081,2026-06-05 20:26:00,R-05,screen_tap,,33,abandoned,false
S-001520,2026-06-01 14:48:00,R-07,voice_chat,,53,completed,false
S-001638,2026-06-08 11:44:00,R-07,voice_chat,,65,completed,false
S-001094,2026-06-06 18:39:00,R-05,screen_tap,,19,completed,false
S-002020,2026-06-07 12:15:00,R-09,screen_tap,,76,completed,false
S-001006,2026-06-01 17:36:00,R-05,screen_tap,,25,error,false
S-001858,2026-06-12 11:39:00,R-08,screen_tap,,71,completed,false
S-000654,2026-06-08 14:19:00,R-03,screen_tap,,62,completed,false
S-000095,2026-06-06 12:00:00,R-01,screen_tap,,27,completed,false
S-000454,2026-06-11 21:54:00,R-02,voice_chat,,54,completed,false
S-000402,2026-06-09 12:36:00,R-02,screen_tap,,78,completed,false
S-000105,2026-06-06 20:21:00,R-01,qr_scan,C-BRANDX,69,abandoned,false
S-001734,2026-06-04 20:07:00,R-08,qr_scan,C-PROMO2,6,completed,false
S-001729,2026-06-04 16:04:00,R-08,voice_chat,,70,abandoned,false
S-001038,2026-06-03 15:36:00,R-05,qr_scan,C-VENUE,35,abandoned,false
S-000434,2026-06-10 18:14:00,R-02,screen_tap,,29,error,false
S-000566,2026-06-04 10:47:00,R-03,screen_tap,,56,completed,false
S-002081,2026-06-10 17:59:00,R-09,screen_tap,,49,completed,false
S-000415,2026-06-09 20:25:00,R-02,screen_tap,,58,completed,false
S-000506,2026-06-14 19:52:00,R-02,screen_tap,,40,completed,false
S-001852,2026-06-11 15:13:00,R-08,qr_scan,C-PROMO1,19,completed,true
S-001561,2026-06-03 16:14:00,R-07,qr_scan,C-BRANDX,70,completed,false
S-002002,2026-06-06 11:26:00,R-09,qr_scan,C-PROMO1,72,completed,false
S-000646,2026-06-08 10:12:00,R-03,screen_tap,,28,completed,false
S-000645,2026-06-08 10:12:00,R-03,qr_scan,C-PROMO2,85,error,true
S-000894,2026-06-08 14:55:00,R-04,qr_scan,C-BRANDX,39,abandoned,false
S-000476,2026-06-13 15:48:00,R-02,screen_tap,,53,error,false
S-002017,2026-06-06 20:09:00,R-09,voice_chat,,72,completed,false
S-000185,2026-06-10 20:35:00,R-01,voice_chat,,90,completed,false
S-001837,2026-06-10 19:53:00,R-08,voice_chat,,18,completed,false
S-001525,2026-06-01 16:21:00,R-07,screen_tap,,19,completed,false
S-000721,2026-06-12 11:20:00,R-03,qr_scan,C-VENUE,90,completed,false
S-000177,2026-06-10 16:49:00,R-01,qr_scan,C-PROMO1,68,completed,false
S-000403,2026-06-09 13:24:00,R-02,qr_scan,C-BRANDX,40,abandoned,true
S-001876,2026-06-12 21:56:00,R-08,screen_tap,,16,completed,false
